4.7,326,23,-0.4,12.5,3.8,0.004,0.003,0.001,0.07,1907.903846,0.059
4.5,321,23.2,-0.5,10.7,3.2,0.004,0.003,0.001,0.07,1913.966667,0.056
4.6,313,22.7,-0.5,12.8,3.4,0.004,0.003,0.001,0.07,1901.016667,0.053
2.3,315,22.2,-0.4,15.5,3.4,0.007,0.006,0,0.09,1863.05,0.051
1,123,19.5,-0.4,25.9,6.4,0.04,0.035,0.005,0.39,1659.896552,0.015
1.9,74,17.2,-0.4,23.1,5.4,0.022,0.021,0.001,0.21,1578.033333,0.03
2.7,85,16.5,-0.5,22.4,3.2,0.008,0.007,0,0.12,1517,0.043
2,139,15.9,-0.6,23.2,3.5,0.01,0.01,0,0.12,1392.694915,0.039
2.7,143,15,-0.6,24.5,5,0.018,0.017,0.001,0.22,103.5666667,0.028
2,112,13.8,-0.5,26,5.5,0.019,0.017,0.001,0.21,103.4576271,0.026
2.2,155,12.3,-0.6,29.8,4.6,0.01,0.01,0,0.11,129.6166667,0.03
1.5,147,11.4,-0.6,32.7,4.7,0.015,0.014,0.001,0.15,647.7758621,0.023
1,162,10.7,-0.6,36,4.3,0.013,0.012,0.001,0.11,294.3103448,0.023
2.7,160,11.1,-0.5,31.9,5,0.017,0.017,0.001,0.09,149.75,0.023
1.9,136,10.4,-0.6,40,6,0.025,0.021,0.003,0.19,149.5517241,0.014
0.7,130,9.3,-0.5,42.9,6.3,0.037,0.026,0.01,0.32,208.75,0.009
1,126,9.3,-0.4,44.5,8.8,0.068,0.036,0.032,0.74,243.3333333,0.002
0.8,125,12.5,-0.3,38.8,10.6,0.071,0.033,0.038,0.83,273.9333333,0.009
1.3,176,16.7,-0.4,24,7.5,0.035,0.022,0.012,0.4,258.6,0.026
1.8,216,19,-0.4,24.5,11.1,0.033,0.021,0.012,0.36,274.9,0.029
2.5,276,22.1,-0.4,21,10.5,0.028,0.019,0.009,0.3,249.7833333,0.037
3.2,287,23.9,-0.4,14.8,8.7,0.022,0.016,0.006,0.21,418.8,0.045
4,315,25.1,-0.3,11.7,6.5,0.011,0.009,0.002,0.13,596.8166667,0.054
3.6,4,26.4,-0.1,11.8,7.2,0.012,0.009,0.003,0.12,1484.983333,0.057
3.2,26,26.9,-0.1,10.9,7.4,0.011,0.009,0.002,0.12,1172.366667,0.061
3.4,337,27.1,-0.1,10.3,6.2,0.008,0.007,0.001,0.11,867.9666667,0.06
3.3,294,26.6,-0.4,10.1,4.1,0.003,0.003,0,0.06,1185.266667,0.054
1.1,17,26.2,-0.4,11.4,4.2,0.007,0.006,0,0.13,1124.915254,0.045
2.1,111,22.4,-0.3,24,9.4,0.044,0.035,0.009,0.46,765.4833333,0.013
4,106,20.3,-0.4,22.2,4.7,0.016,0.013,0.002,0.19,517.9491525,0.03
2.5,148,18.9,-0.3,25.4,5.3,0.024,0.021,0.003,0.28,396,0.018
1.6,146,17.9,-0.2,26.5,7.5,0.032,0.026,0.006,0.42,888.0833333,0.012
2.4,137,17.4,-0.3,27.6,4.7,0.015,0.014,0.001,0.2,226.6,0.022
2.8,144,15.9,-0.4,34.6,5.7,0.026,0.022,0.004,0.27,202.1333333,0.012
1,135,14.5,-0.5,37.1,4.9,0.012,0.012,0.001,0.16,291.3666667,0.017
0.7,157,13.2,-0.5,40.9,5.7,0.012,0.012,0.001,0.15,812.05,0.016
1.6,145,13.3,-0.5,38.4,5.1,0.013,0.012,0,0.1,281.7166667,0.017
1.2,133,12.4,-0.5,41.4,5,0.013,0.012,0.001,0.09,522.9666667,0.017
1.7,153,12.1,-0.4,42.4,6,0.017,0.015,0.002,0.14,864.9833333,0.015
2,130,12.8,-0.4,40.5,9.3,0.039,0.026,0.013,0.34,412.5,0.007
1.1,137,11,-0.4,46.9,8.4,0.051,0.03,0.021,0.59,711.1333333,0.003
1.4,135,14.4,-0.2,40.6,11.4,0.072,0.032,0.04,0.79,503.3666667,0.006
3.9,160,17.6,-0.3,33.7,13.7,0.038,0.022,0.016,0.4,553.4,0.019
3.2,172,20.9,-0.3,31.1,15.4,0.035,0.021,0.014,0.35,628.9,0.024
3.4,160,23.7,-0.3,24.8,12.5,0.024,0.016,0.008,0.25,522.7333333,0.034
3.4,170,26.6,-0.3,20.8,11.8,0.018,0.013,0.005,0.21,562.3050847,0.042
3.9,195,28.7,-0.3,13.7,9.7,0.012,0.009,0.003,0.14,894.7833333,0.05
4,212,30,-0.3,8.6,5.6,0.006,0.005,0.002,0.09,1547.338983,0.049
4.7,171,30.3,-0.4,6.8,4.8,0.006,0.004,0.001,0.09,1342.172414,0.049
3.8,176,30.5,-0.4,6.3,4.2,0.005,0.004,0.001,0.09,993.3636364,0.053
1.6,326,29.7,-0.4,9.5,5,0.011,0.01,0.001,0.13,1174,0.044
0.9,45,27.5,-0.3,21.1,8.9,0.032,0.029,0.003,0.49,1013.793103,0.02
2.5,86,24.5,-0.2,23.5,9.9,0.031,0.028,0.003,0.43,746.0677966,0.022
2.9,108,23.5,-0.3,17.9,5,0.016,0.015,0.001,0.23,624.5254237,0.033
3.7,121,22.4,-0.4,18.6,5.5,0.013,0.012,0.001,0.2,484.1186441,0.036
2.3,119,21.1,-0.3,21.9,7.4,0.029,0.025,0.003,0.39,993.65,0.019
2.8,129,20.3,-0.3,20.4,6.2,0.02,0.017,0.003,0.31,223.35,0.024
2.1,137,19.4,-0.3,24,6.7,0.015,0.014,0.001,0.27,406.5,0.023
